lead_id,age,income,policy_type,quote_requests_30d,social_engagement_score,location_risk_score,previous_insurance,credit_score_proxy,consent_given,consent_timestamp,conversion_score
INS_00006,38,75719,home,0,4.806845363474286,9.107300088507673,no,689,True,2025-10-26T15:12:05.965696,68.57568124007673
INS_00014,53,40986,home,2,3.2627549115123866,2.825087484293471,yes,652,True,2025-11-09T15:12:05.965705,79.33801730208909
INS_00016,41,30575,home,5,7.653129228919666,5.744728639790006,yes,715,True,2025-10-16T15:12:05.965706,100.0
INS_00017,20,26859,home,3,5.924855809527875,1.8990377428380012,yes,789,True,2025-10-14T15:12:05.965707,100.0
INS_00023,47,44527,home,2,0.7658093136761379,5.337704436580828,yes,693,True,2025-08-21T15:12:05.965713,83.9734597324172
INS_00026,38,119295,home,3,3.896683201081657,5.332953838202156,no,840,True,2025-09-20T15:12:05.965716,99.70693883414972
INS_00029,39,44406,home,0,8.263066273008778,3.854217923632389,no,597,True,2025-08-29T15:12:05.965719,92.3884326212826
INS_00039,68,96658,home,2,0.1769316113677077,9.67902870236427,yes,771,True,2025-09-30T15:12:05.965729,66.13305119313772
INS_00041,72,51777,home,2,6.65386623785032,6.848308281230963,no,460,True,2025-11-01T15:12:05.965731,69.54315385575694
INS_00042,69,121239,home,3,2.391747598616585,1.5733807375448197,yes,771,True,2025-09-25T15:12:05.965732,94.33282770404264
INS_00046,68,73461,home,0,4.629740118747546,2.52012586605807,no,563,True,2025-08-27T15:12:05.965737,79.79001815642255
INS_00048,38,45462,home,1,4.266027804598829,4.921935831183009,yes,728,True,2025-11-07T15:12:05.965739,100.0
INS_00052,21,60208,home,2,0.8130807330331846,6.799144023914817,yes,658,True,2025-09-25T15:12:05.965743,69.49499359202485
INS_00055,67,49791,home,0,2.276116883658134,9.106438637817186,yes,673,True,2025-10-06T15:12:05.965746,53.445855202518985
INS_00056,26,47132,home,0,7.473245684517227,7.292493306061615,no,648,True,2025-08-24T15:12:05.965747,99.57366230097888
INS_00057,43,96651,home,0,1.6996006255617446,2.704871775547698,no,633,True,2025-08-25T15:12:05.965748,76.4409797316579
INS_00059,19,86707,home,2,4.309314432700209,9.41285125440504,no,738,True,2025-08-31T15:12:05.965750,50.74523544948869
INS_00060,37,37194,home,3,3.314380690146133,4.106539955457133,no,718,True,2025-10-19T15:12:05.965751,77.71028856653945
INS_00063,24,101342,home,2,3.929516358588919,5.151388242628893,yes,827,True,2025-11-07T15:12:05.965753,100.0
INS_00067,52,16660,home,2,8.648309327046327,8.610550902006176,no,685,True,2025-11-02T15:12:05.965758,82.16310621231956
INS_00071,67,41170,home,0,7.8558808405292,2.62772214922048,yes,848,True,2025-10-08T15:12:05.965762,100.0
INS_00072,57,110049,home,3,5.510004857614442,2.2846066313399307,yes,787,True,2025-09-15T15:12:05.965762,100.0
INS_00075,23,105536,home,4,7.605851706775364,9.617180562384984,no,831,True,2025-10-23T15:12:05.965765,100.0
INS_00077,59,32887,home,2,1.9042946338976183,4.612326646588545,no,587,True,2025-09-28T15:12:05.965768,46.940250032312136
INS_00078,21,92207,home,5,2.7161705271496706,2.464324318285254,yes,781,True,2025-10-17T15:12:05.965769,100.0
INS_00086,53,147426,home,3,8.54811156317281,1.7966849474272693,yes,778,True,2025-08-23T15:12:05.965777,100.0
INS_00093,40,89006,home,1,8.139806731727987,8.746929142552709,yes,685,True,2025-10-09T15:12:05.965783,100.0
INS_00095,57,89472,home,3,8.598074820161882,7.695405314762305,yes,638,True,2025-08-16T15:12:05.965785,100.0
INS_00096,38,60880,home,0,1.6683829164162434,4.230648231708585,yes,605,True,2025-09-02T15:12:05.965786,55.63911220810627
INS_00097,33,37120,home,2,2.497164136350026,9.986016039155658,no,557,True,2025-10-15T15:12:05.965787,34.477188528931876
INS_00099,35,64765,home,2,7.975372605818766,6.310066629731676,yes,670,True,2025-10-02T15:12:05.965789,100.0
INS_00105,62,95042,home,1,1.067176485524589,6.028106289984935,yes,681,True,2025-10-09T15:12:05.965795,79.5561849275848
INS_00115,18,62566,home,4,2.377180260207923,1.901822813535826,no,859,True,2025-09-15T15:12:05.965807,95.54545151927896
INS_00119,28,45827,home,8,4.060900421839068,5.1945221648695385,yes,732,True,2025-10-12T15:12:05.965810,100.0
INS_00126,22,65946,home,1,7.623153916708216,8.734084114168263,yes,719,False,2025-09-22T15:12:05.965817,100.0
INS_00138,72,72278,home,0,0.4865578199913156,9.944144169734097,yes,825,True,2025-08-17T15:12:05.965829,32.64133106358394
INS_00139,40,89763,home,2,6.512039599558403,6.96641478819523,yes,653,True,2025-09-19T15:12:05.965830,100.0
INS_00142,52,104379,home,3,6.465916837902598,9.90474661978414,no,774,True,2025-09-24T15:12:05.965833,87.90081726826213
INS_00144,57,61998,home,3,7.14777365434623,5.6748089610589645,yes,636,True,2025-08-28T15:12:05.965835,96.31717301658696
INS_00159,56,55179,home,2,3.057451943014007,8.193888532083967,no,745,True,2025-09-18T15:12:05.965849,72.33324529487112
INS_00162,32,119805,home,2,9.022549693766852,6.068787369460107,yes,745,True,2025-11-12T15:12:05.965852,100.0
